#timestamp	handle	words	tpr	tnr	fpr	fnr	acc	pre	spe	lang	language
1539117379	d19aab5	551230	0.411	0.589	0.0	0.0	1.0	1.0	0.86	gl_ES	Galician
1539117379	d19aab5	168952	1.0	0.0	0.0	0.0	1.0	1.0	1.7	gu_IN	Gujarati
1539117379	d19aab5	4215	1.0	0.0	0.0	0.0	1.0	1.0	1.77	gug_PY	Guarani
1539117379	d19aab5	32358	1.0	0.0	0.0	0.0	1.0	1.0	1.1	gv_GB	Manx Gaelic
1539117379	d19aab5	469730	0.974	0.026	0.0	0.0	1.0	1.0	1.68	he_IL	Hebrew
1539117379	d19aab5	15983	1.0	0.0	0.0	0.0	1.0	1.0	1.65	hi_IN	Hindi
1539117379	d19aab5	53395	1.0	0.0	0.0	0.0	1.0	1.0	1.17	hr_HR	Croatian
1539117379	d19aab5	89071	0.979	0.021	0.0	0.0	1.0	1.0	1.48	hu_HU	Hungarian
1539117379	d19aab5	63766	0.999	0.001	0.0	0.0	1.0	1.0	1.97	hy_AM	Armenian
1539117379	d19aab5	191571	1.0	0.0	0.0	0.0	1.0	1.0	1.62	is_IS	Icelandic
1539117379	d19aab5	192565	0.996	0.004	0.0	0.0	1.0	1.0	1.25	it_IT	Italian
1539117379	d19aab5	54063	0.907	0.0	0.0	0.0	0.907	1.0	1.06	kk_KZ	Kazakh
1539117379	d19aab5	4735	1.0	0.0	0.0	0.0	1.0	1.0	1.62	kmr_Latn	Kurmanji (Latin script)
1539117379	d19aab5	18	1.0	0.0	0.0	0.0	1.0	1.0	0.96	lo_LA	Laotian
1539117379	d19aab5	82627	1.0	0.0	0.0	0.0	1.0	1.0	1.24	lt_LT	Lithuanian
1539117379	d19aab5	155631	1.0	0.0	0.0	0.0	1.0	1.0	1.27	lv_LV	Latvian
1539117379	d19aab5	142402	1.0	0.0	0.0	0.0	1.0	1.0	1.71	ml_IN	Malayalam
1539117379	d19aab5	939921	0.954	0.045	0.001	0.001	0.999	0.999	1.04	nb_NO	Bokmål
1539117379	d19aab5	34604	1.0	0.0	0.0	0.0	1.0	1.0	1.71	ne_NP	Nepalese
1539117379	d19aab5	362822	0.965	0.035	0.0	0.0	1.0	1.0	0.58	nl	Dutch
1539117379	d19aab5	627973	0.999	0.001	0.0	0.0	1.0	1.0	1.4	nn_NO	Nynorsk
1539117379	d19aab5	12746	1.0	0.0	0.0	0.0	1.0	1.0	1.11	nr_ZA	Ndebele
1539117379	d19aab5	4934	1.0	0.0	0.0	0.0	1.0	1.0	1.23	ns_ZA	Northern Sotho
1539117379	d19aab5	55588	1.0	0.0	0.0	0.0	1.0	1.0	1.18	oc_FR	Occitan
1539117379	d19aab5	3802878	0.99	0.01	0.0	0.0	1.0	1.0	1.11	pl_PL	Polish
1539117379	d19aab5	569136	0.894	0.008	0.0	0.0	0.902	1.0	0.83	pt_BR	Brazilian
1539117379	d19aab5	419585	0.985	0.015	0.0	0.0	1.0	1.0	1.22	pt_PT	Portuguese
1539117379	d19aab5	173205	1.0	0.0	0.0	0.0	1.0	1.0	1.58	ro_RO	Romanian
1539117379	d19aab5	146269	1.0	0.0	0.0	0.0	1.0	1.0	1.21	ru_RU	Russian
1539117379	d19aab5	527510	0.546	0.454	0.0	0.0	1.0	1.0	0.65	se	North Sámi
1539117379	d19aab5	30319	1.0	0.0	0.0	0.0	1.0	1.0	1.58	si_LK	Sinhala
1539117379	d19aab5	246224	1.0	0.0	0.0	0.0	1.0	1.0	1.43	sk_SK	Slovak
1539117379	d19aab5	246856	1.0	0.0	0.0	0.0	1.0	1.0	1.31	sl_SI	Slovene
1539117379	d19aab5	229505	1.0	0.0	0.0	0.0	1.0	1.0	1.23	sq_AL	Albanian
1539117379	d19aab5	222281	1.0	0.0	0.0	0.0	1.0	1.0	1.63	sr_Latn_RS	Serbian (Latin script)
1539117379	d19aab5	222288	1.0	0.0	0.0	0.0	1.0	1.0	1.9	sr_RS	Serbian (Cyrillic script)
1539117379	d19aab5	18969	1.0	0.0	0.0	0.0	1.0	1.0	1.15	ss_ZA	Swazi
1539117379	d19aab5	6456	1.0	0.0	0.0	0.0	1.0	1.0	1.25	st_ZA	Southern Sotho
1539117379	d19aab5	151274	0.977	0.023	0.0	0.0	1.0	1.0	1.13	sv_FI	Finland Swedish
1539117379	d19aab5	247754	0.968	0.032	0.0	0.0	1.0	1.0	1.02	sv_SE	Swedish
1539117379	d19aab5	67900	1.0	0.0	0.0	0.0	1.0	1.0	1.21	sw_TZ	Swahili
1539117379	d19aab5	16365	1.0	0.0	0.0	0.0	1.0	1.0	1.14	tl	Tagalog
1539117379	d19aab5	3644	1.0	0.0	0.0	0.0	1.0	1.0	1.47	tlh_Latn	Klingon
1539117379	d19aab5	10865	1.0	0.0	0.0	0.0	1.0	1.0	1.24	tn_ZA	Tswana
1539117379	d19aab5	28354	1.0	0.0	0.0	0.0	1.0	1.0	1.17	ts_ZA	Tsonga
1539117379	d19aab5	1486067	0.878	0.122	0.0	0.0	1.0	1.0	1.49	uk_UA	Ukrainian
1539117379	d19aab5	97000	1.0	0.0	0.0	0.0	1.0	1.0	1.37	uz_UZ	Uzbek
1539117379	d19aab5	8785	1.0	0.0	0.0	0.0	1.0	1.0	1.53	ve_ZA	Venda
1539117379	d19aab5	6631	1.0	0.0	0.0	0.0	1.0	1.0	1.92	vi_VN	Vietnamese
1539117379	d19aab5	18121	1.0	0.0	0.0	0.0	1.0	1.0	1.16	xh_ZA	Xhosa
1539117379	d19aab5	73194	1.0	0.0	0.0	0.0	1.0	1.0	1.16	zu_ZA	Zulu
